id,text,pred,pred_prob,true_label,leisure_prob,leisure_rationales,politics_prob,politics_rationales,science_prob,science_rationales
10,"OK I sold all but these, I had some offers and I accepted an offer
of 25.00 for the pair from bdale@gag.com ( Bdale Garbee ).  I don't
know what happened to him but he won't reply now that I accepted
it so I'll offer these again.",science,0.648,science,0.2743895611382348,"[('offer', -0.20521975689707422), ('sold', 0.1527701109264172), ('OK', 0.102393871064836), ('reply', -0.0952976402882252), ('offers', -0.09390074461689035), ('accepted', -0.06808793310971656)]",0.07744510142577757,"[('happened', 0.027663915635426885), ('reply', -0.0265551843772847), ('offer', -0.018050493768612893), ('I', -0.017854129886680233), ('ll', -0.01752021804179904), ('accepted', 0.01594614014848571)]",0.6481653374359874,"[('offer', 0.2221691879075862), ('sold', -0.14360821913921828), ('reply', 0.11909130067044855), ('offers', 0.10331893339734498), ('OK', -0.09609210798321921), ('know', 0.05144773668588924)]"
11,"It is not a matter of dis-belief but a matter of which of their constantly
(and radically) changing stories we are to believe.

Steve B.",leisure,0.578,politics,0.2681496444564627,"[('believe', -0.13443436780061713), ('stories', -0.11873605397796233), ('Steve', 0.09294113090085628), ('matter', -0.06171809124526879), ('radically', 0.04091709183044541), ('dis', 0.034057719321848014)]",0.5775911811519395,"[('stories', 0.2035438284458533), ('believe', 0.15311637363676198), ('matter', 0.06933703091158244), ('radically', -0.06429753334997867), ('belief', -0.050136950217547334), ('Steve', -0.04946016653454229)]",0.15425917439159798,"[('stories', -0.08625634357546641), ('Steve', -0.044949040664292464), ('belief', 0.03492909042726242), ('radically', 0.023532291713328865), ('changing', -0.021010348017386556), ('believe', -0.017801156869117506)]"
12,"It may be a good way to catch a cold.  It's easy to pick up cold
viruses on your fingers, either from touching a contaminated surface,
or by shaking hands with someone that has a cold.  Then putting your
fingers in your nose will transfer the viruses to your nose.


--
Steven Litvintchouk
MITRE Corporation
202 Burlington Road
Bedford, MA  01730-1420",leisure,0.592,science,0.5921498266297515,"[('Road', 0.2027627799840086), ('cold', -0.1361626274121874), ('pick', 0.10990814623933957), ('nose', -0.079433732794257), ('hands', 0.07763074415929802), ('Steven', -0.05802797294151943)]",0.06701716590187938,"[('cold', 0.04160996488718863), ('Road', -0.025715122194832917), ('may', -0.020676583602616767), ('pick', -0.02050408828938887), ('good', -0.018746153047349095), ('surface', -0.014869390753953254)]",0.34083300746836914,"[('Road', -0.17289521754024578), ('cold', 0.09891592490618006), ('nose', 0.08994702540614248), ('pick', -0.0842156517029965), ('hands', -0.07134563290859697), ('may', 0.0589027963735863)]"
13,"Sounds like Darryl being Darryl, Tommy spending too much time on
Slim Fast and needs a pasta fix, and the media being their usual
""charming"" selves.  Sounds like a New York-like story to me!!  :-)

I saw the replay and am wondering what the big deal is?  I didn't
realize the folks in LA were making a big to do about it.  I think
Stawberry, Lasorda and the various media types should sit and watch
the replay then apologize to the fan.


Darryl has not gotten off to a good start, he has to blame someone.


As long as the fan doesn't interfere with the play I see no problems.",leisure,0.893,leisure,0.8933068562775166,"[('fan', 0.17878435110905547), ('media', -0.07505714636765945), ('play', 0.07358687921398042), ('like', 0.054975208628003765), ('wondering', 0.042456685095496424), ('replay', 0.04081910797665816)]",0.05208898130549637,"[('fan', -0.08372204521826869), ('media', 0.07351329250741657), ('like', -0.05463267342328644), ('Sounds', -0.044184275826904165), ('play', -0.03655284228163626), ('story', 0.02873587132575797)]",0.05460416241698708,"[('fan', -0.10470342621755689), ('play', -0.047409810063287164), ('Sounds', 0.037016249323748134), ('wondering', -0.03641661791409525), ('watch', -0.03359807758343789), ('usual', 0.022692478287072545)]"
14,"brings up the issue of how the escrow agent will be paid, and the fact
that the government had financial leverage if they don't cooperate.
It's an important issue, especially if one of the escrow agents
decides they'd rather stop offering the service. 
I assume that if the escrow agent isn't the government,
then the contract for providing escrow service would include some
termination clause like returning the keys.


But who's the user paying the fees here, and what's the service?  
If the user is the government, then the funding's not separate from the government.

If the user is the buyer, what's the service?  
Keeping the key for me?  No thanks - I don't need, and won't buy their service!
Not telling everybody my key?  Sounds like blackmail!

If the user is the manufacturer, does the user have a choice about buying?
The alternative is to just generate the key and not escrow it, which is fine -
I'd certainly pay more for this kind of key than an escrowed key!

Face it, the escrow provider is providing a service the users don't want.
The only people who want it are the government, not the users.
What you're really talking about is either the government paying for
the service, up front or per-year, either from general taxes,
or from a special direct tax on wiretap chips, or on an indirect tax
(forcing the manufacturer to pay the fee to the escrow agent.)

I hope the escrow people have no way of finding out your name from
your serial number, especially if the escrow is a government agency.

Here in New Jersey, we have lots of people willing to provide that
sort of services for user fees.  There are people willing to keep your
store from burning down for a small monthly fee, though sometimes people
refuse to pay and discover that the service really was effective.
If you go to a baseball game at Yankee Stadium, there are people who
will watch your car in the parking lot for a small user fee.
Something could scratch the paint, after all.
And what a shame if your Clipper key got out!",science,0.879,science,0.018381689224380427,"[('government', -0.1082998611703667), ('key', -0.05951263845375008), ('people', -0.05806370138926074), ('car', 0.03916193689330288), ('service', -0.037361048485892175), ('baseball', 0.027901023537885743)]",0.10310782613315622,"[('key', -0.2663372680058264), ('escrow', -0.17146089853248297), ('people', 0.12548046336994673), ('government', 0.11886620097319048), ('user', -0.1152790293961916), ('tax', 0.0957700179215122)]",0.8785104846424634,"[('key', 0.30937916421017003), ('escrow', 0.1807791387930442), ('user', 0.10695240437633777), ('tax', -0.09070244432602091), ('people', -0.08461475025315582), ('service', 0.05319879093051348)]"
15,"Greg, no flame intended, but you have no discernible sense of
humor.  What Bill wrote was intended to be funny.  It's called a
""joke"", Greg.  Look into it.
	Besides, Kirilian photography is actually photography of my
friend's two-year-old son Kiril.  Perhaps you meant ""Kirlian""?",science,0.443,science,0.20985114423983145,"[('photography', -0.0847922308056476), ('Greg', 0.08423351009380008), ('joke', -0.06739671105068054), ('humor', 0.062023476871743956), ('Bill', -0.06173301204314956), ('son', -0.047898862255820206)]",0.34676766529375125,"[('photography', -0.1763708653927119), ('Bill', 0.1503773418299002), ('intended', 0.08638956226219263), ('Kirlian', -0.07438530360947672), ('meant', 0.0732569065664271), ('funny', 0.05904339155571466)]",0.44338119046641716,"[('photography', 0.25231265904007855), ('Kirlian', 0.11153803205669077), ('humor', -0.10330324952991218), ('Bill', -0.0971923932489893), ('Greg', -0.06894262585206766), ('intended', -0.059486225089778307)]"
16,"If you get blown over riding your bike down your drive at home then
it's too windy to ride...=8^D.",leisure,0.998,leisure,0.9979593507925602,"[('bike', 0.08340113412223894), ('riding', 0.05110654131707238), ('home', 0.029677606233050286), ('drive', 0.025079568146008566), ('windy', -0.022392906182673252), ('D', -0.01768694413933154)]",0.0012532599962329315,"[('bike', -0.0327497424407174), ('riding', -0.01782051408379126), ('drive', -0.01049983026257624), ('home', -0.009581944177181287), ('blown', 0.009197714573827485), ('windy', 0.008599231150363606)]",0.0007873892112069353,"[('bike', -0.050756769176386864), ('riding', -0.033559603860514445), ('home', -0.020208025920651622), ('drive', -0.014606756644172377), ('windy', 0.013862898476034244), ('D', 0.010945124881400497)]"
17,"This is to followup my previous reply on this topic, which it has been
pointed out to me might have been dangerously misleading in two spots.

1.  I stated that psychotherapy (meaning talking therapy and so on) was used 
    to treat Obsessive Compulsive Disorder, which though sometimes true is 
    misleading.  It is not often found effective, particularly by itself.
    Primary treatment today usually consists at least in part of drug
    therapy.  The most current theories of this condition attribute 
    it to more to biological causes than psychological, in places where this
    distinction becomes important.

2.  I mentioned that the DSM-IIIR mentions 'impulses' as a possible 
	diagnostic marker.  However, this might look like something
	people associate with psychotic conditions, uncontrollable or
	unpredictable behaviors, which is NOT the case with OCD.  
	One of the diagnostic criteria of OCD is that the individual
	can and does suppress some of their 'impulses,' although they
	are an unending source of anxiety.  
	The obsessive thoughts and ritualistic actions usually associated with 
	OCD are most frequently very mundane and predictable, closer to
	a superstitious nature than a dangerous nature for the most part.

	Some references (one non-technical and several technical)
	that someone was kind enough to supply for me
	but was unable to post themself :


	(technical refs) :





	And thanks very much to those who supplied constructive  
	criticism to my first post on OCD.  I hope this helps clarify
	the parts that were misleading.

						kind regards,",science,0.941,science,0.0052135486709438145,"[('technical', -0.010813323955789808), ('drug', -0.009889688868235474), ('treatment', -0.008652323282344282), ('theories', -0.007997451686219546), ('might', -0.007789278995777371), ('topic', -0.007612489994141139)]",0.05342869090144695,"[('technical', -0.0602165273923151), ('post', 0.04222444318968793), ('thanks', -0.029333105970689995), ('might', -0.02758004947915155), ('therapy', -0.02533725557338663), ('usually', -0.025032918985922123)]",0.9413577604276089,"[('technical', 0.07291512946946689), ('post', -0.03940460319848752), ('might', 0.03672783953050649), ('thanks', 0.03473291056026284), ('therapy', 0.033915400650493754), ('treatment', 0.03119630990867792)]"
18,"No, it is more because van drivers need a little support for driving
such underpowered pathetic and truly utilitarian vehicles.  Me and
my '71 used to wave and be waved at all across the country between
NH and CO.  Now that we live in So. Cal., though, I find you'd have
to damn near wave your arm off to keep up with all the van drivers!
This is truly vee-dub heaven.

peace,
Taffe",leisure,0.574,leisure,0.5743558963782218,"[('drivers', 0.21246414998309796), ('driving', 0.13840169834063687), ('country', -0.10913865705275647), ('support', -0.10491538240887054), ('used', -0.08048593614668408), ('wave', 0.0734524199863511)]",0.1991543798433735,"[('peace', 0.10820866830358154), ('drivers', -0.10553527268614198), ('country', 0.10124287272313634), ('little', -0.07891967960560771), ('wave', -0.07419154223475465), ('support', 0.055935638464704944)]",0.2264897237784045,"[('drivers', -0.11902077184558599), ('driving', -0.08394332088648482), ('used', 0.07767677876034836), ('peace', -0.05334396618630423), ('van', 0.044975658059052966), ('near', 0.03853045278134332)]"
19,"OK. Lets look into this.
According to my dictionary,
Zi-on-ism: an international movement orig. for the establishment of a Jewish
national or religious community in Palestine and later for the support of
modern Israel.

Now, I do not support the establishment of nations based on religious 
principles, while I support the establishment of nations based on cultural
identities.

So. Here are some questions I have to ask for anyone to answer. My point
is what someone said long time ago: In politics, like with men, it is important
to distiguish between what they say they do and what they are actually
doing.

1) My mother is Jewish (and so is my father). If I apply for the Law of
Return, do I get in as a Jew trying to return to his land, from which my
family was expelled about 2000 years ago?
2) If I go back, which nationality would my ID show?
3) If I decided to go back to the land from which my relatives had been 
expelled 2000 years ago, but first I convert to any other religion, can I 
apply to the law of Return as a member of the Jewish Nation or should I 
apply as someone whose mother is Jewish?
4) Which nationality would show my ID in case 3)?
5) What has change in me between the day before and the day after I converted
to loose my being part of the Jewish Nation?
6) Suppose I want to get married to my current wife, who is non-Jewish in
Israel, how do I do it?
7) How would my situation change if I decided, after going back to
Israel, to convert to Islam?


Now, here is one more question. I do believe that most people in a country
do not care about politics. They just want to be left alone.
Suppose my father is Arab. Suppose he was born in Palestine, in some place 
which now is part of Israel. Suppose that his father, and his grandfather as
well as 20 or 30 generations before him were born in that place.
Now suppose there is a war of independence and my father, scared by all the
fighting going on, tries to take his family to a place more secure, among 
people he knows, who speak a language he understands, who worship the same
god. Now, suppose that that place is some other Arab country. 
And, now suppose that the war is over and that there is a new country created
where my father used to live, and that that country is called Israel.
And, that in that country, Jews from all over the world are received. And
that people whose family left thet country 200 generation ago are recieved and
granted full-citizenship.
Should I, if I decided to go back to my father's land, where he was born as
20 or 30 generations of my family were born, have the right to go back and
ask to be recognized in the same way those who are returning after 2000
years?

Then, finally, people ask me how I would define a Jew, but that is irrelevant.
I am not talking about how I would define a Jew, but about how people in 
Zionist organizations, and more important, in Israel, define a Jew.
How would those who are Zionist define a Jew?",politics,1.0,politics,2.661942067211011e-10,"[('Israel', -0.005843693794928852), ('Jew', -0.005345116359394365), ('people', -0.004869330595863609), ('country', -0.004844851085572059), ('would', -0.0034597608310172326), ('Arab', -0.0034147197962737905)]",0.9999916070672243,"[('Israel', 0.010277830976910773), ('Jew', 0.009148706236703465), ('people', 0.008030017936736031), ('country', 0.007759069794397773), ('Arab', 0.005822194610844321), ('land', 0.0057461704968090705)]",8.392666581382489e-06,"[('Israel', -0.004226973290337576), ('Jew', -0.0038327402166938016), ('Jewish', -0.003317431892544165), ('people', -0.002898063560941758), ('country', -0.0027747845343976257), ('Arab', -0.0023835757611624206)]"
20,"Someone named Hansk asked about pictures.

Well, there is an archive of portraits in xfaces format at
ftp.uu.net. Henry Spencer's picture is there somewhere, along
with several thousand others.

I don't remember the path, though it should be easy to find.
Remember, though, it seems to use both internet and uucp
addresses.",science,0.883,science,0.08502797324228817,"[('use', -0.0786189190791411), ('uucp', -0.05153495812031335), ('though', 0.0504743847601902), ('seems', -0.04752527803601207), ('picture', -0.04295558237885606), ('internet', -0.04183912455098631)]",0.03200926180786485,"[('remember', -0.02457309803045943), ('Remember', -0.022733931486673332), ('use', -0.020098007248052528), ('Well', 0.018677683254677398), ('though', -0.01716114240115684), ('thousand', 0.015374892630664492)]",0.8829627649498468,"[('use', 0.09937866606796078), ('uucp', 0.06814789009243315), ('Well', -0.060784703001825424), ('seems', 0.0603476031171054), ('picture', 0.05518080782366022), ('Henry', 0.04761733537660232)]"
21,"Here is a press release from the American Federation of Teachers.

 HHS Secretary Shalala to Address AFT's Paraprofessional and
School-Related Personnel Conference
 To: National and Assignment desks, Education Writer
 Contact: Jamie Horwitz of American Federation of Teachers,
          202-879-4447

   News Advisory:

   Secretary of Health and Human Services Donna Shalala will speak
to the 16th annual AFT Paraprofessional and School-Related
Personnel Conference at 8 p.m., Friday, April 23, at the
Washington Hilton.  Shalala will discuss HHS's agenda for helping
children over the next four years.
   AFT's Paraprofessional and School-Related Personnel Division
includes school workers such as paraprofessionals and teacher
aides, school bus drivers, school secretaries, school custodians
and maintenance workers and school food service workers.  More
than a thousand school employees will attend the conference which
is being held at the Washington Hilton, April 23-25.  Most of the
school workers attending the conference come from urban school
districts where child health and nutrition, welfare reform and the
availability of Head Start and other preschool programs are major
issues.
   Workshops scheduled for the conference include sessions
addressing issues around reauthorization of Chapter 1; how
paraprofessionals and school-related personnel, especially
minority men, can serve as student role models; the increasing
problem of school violence; dealing with abused children; and
assisting children with serious health problems.
   For a complete conference schedule, contact Jamie Horwitz
at 202-879-4447.
   The American Federation of Teachers represents 805,000
elementary and secondary teachers, paraprofessionals and
school-related personnel, higher education faculty, nurses, state
and municipal workers.
 -30-",politics,0.926,politics,0.017146823949643213,"[('children', -0.03841726634783835), ('American', -0.03470511393598937), ('health', -0.030630272544651133), ('Health', -0.020769706278778458), ('state', -0.019986216111746672), ('school', 0.01676082278126057)]",0.9262501746142444,"[('American', 0.11153288356243683), ('children', 0.10830809061610124), ('state', 0.051437757837061476), ('child', 0.04369798561390683), ('men', 0.041896458038139545), ('health', 0.038878126682136)]",0.05660300143611227,"[('American', -0.07865218945727798), ('children', -0.07182267591237912), ('state', -0.033295587960717674), ('child', -0.02609243419716573), ('men', -0.025204830695614383), ('Secretary', -0.023658216098763504)]"
