StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;QGender;QAge;QEducation;Condition;_Practice_UndElm;_Unclear;_Practice_Sat;_Practice_Agree;_practice_SelfExp;_Practice_UndTas;_Practice_WantExp;_Practice_SelfExp;SatCarTax_I;AgreeCarTax_I;SelfExpCarTax_I;WantCarTax_I;SatAEC_I;AgreeAEC_I;SelfExpAEC_I;WantAEC_I;SatAssoPpl_I;AgreeAssoPpl_I;SelfExpAssoPpl_I;WantAssoPpl_I;SatBattery_I;AgreeBattery_I;SelfExpBattery_I;WantBattery_I;SatAmCult_I;AgreeAmCult_I;SelfExpAmCult_I;WantAmCult_I;SatCool_I;AgreeCool_I;SelfExpCool_I;WantCool_I;SatChip_C;AgreeChip_C;SelfExpChip_C;WantChip_C;SatConsp_C;AgreeConsp_C;SelfExpConsp_C;WantConsp_C;SatBike_C;AgreeBike_C;SelfExpBike_C;WantBike_C;SatITAR_C;AgreeITAR_C;SelfExpITAR_C;WantITAR_C;SatAmJap_C;AgreeAmJap_C;SelfExpAmJap_C;WantAmJap_C;SatUmpire_C;AgreeUmpire_C;SelfExpUmpire_C;WantUmpire_C
2024-04-04 17:22;2024-04-04 17:38;IP Address;81.155.193.143;100;911;True;2024-04-04 17:38;R_2OqrMG4pRGlbSIq;Female;43;Professional degree (JD, MD);2;Yes;;5.0;Yes, I agree it is leisure;;Yes;;The text mentions terms used in sports, also using what appears to be player and team names. ;3.0;Yes, I agree it is politics;It is discussing legalities of car sales in different states;;4.0;No, it is politics;Although it is useing scientific words it is discussing environmental imput and decisions on use.;;1.0;Yes, I agree it is leisure;It is probaly leasure is it relates to leasure activities but It could come under science as part of behavioral science as it is looking at why people do that. ;;1.0;No, it is science;It is looking at battery's proformance on different surfaces ;;4.0;Yes, I agree it is politics;It is discussing structures of a socity;;1.0;No, it is leisure;While it does dicuss technical equipment it appears to be in relation to some sort of task/game.;;4.0;Yes, I agree it is science;It gives technical details about components.;;4.0;Yes, I agree it is politics;It is discussing if an event aisnpart of a conspiracy  theroy;;3.0;Yes, I agree it is leisure;It is related to bike riding.;;2.0;No, it is politics;The text is discussing points of law which are political. ;;3.0;Yes, I agree it is politics;It is political as while collecting data it is opinion based data on financial situations;;4.0;Yes, I agree it is leisure;It is discussing a decision based on the rules of a sport. ;
2024-04-04 17:17;2024-04-04 17:38;IP Address;84.71.136.7;100;1234;True;2024-04-04 17:38;R_1aETQtsr5HaODdX;Female;38;Bachelor's degree in college (4-year);1;Yes;;4.0;Yes, I agree it is leisure;It seems to be talking about a sporting activity of some sort.;Yes;;;5.0;Yes, I agree it is politics;The content is about tax which is related to politics car trade.;;5.0;Yes, I agree it is science;Content is scientific language. ;;4.0;Yes, I agree it is leisure;It doesn't fit any of the other options. ;;3.0;No, it is science;Its about batteries dying which is science. ;;4.0;Yes, I agree it is politics;Its clearly talking in historical terms about American history.;;3.0;No, it is leisure;I think this is talking about a leisure activity rather than science but its hard to tell.;;5.0;Yes, I agree it is science;The language and subject is consistent with science.;;5.0;Yes, I agree it is politics;Th content was all about conspiracy theories which are politically motivated. ;;4.0;Yes, I agree it is leisure;I don't see it fitting with the other options. ;;2.0;No, it is politics;I think this is a political piece about the judicial system. ;;4.0;Yes, I agree it is politics;The subject matter has scientific language.;;3.0;Yes, I agree it is leisure;While i think the subject matter is leisure I think the language used is scientific so this was hard to call. ;
2024-04-04 17:26;2024-04-04 17:38;IP Address;86.24.182.74;100;747;True;2024-04-04 17:38;R_2fwPVFDfrQTjj9h;Female;31;High school graduate (high school diploma or equivalent including GED);1;Yes;;4.0;Yes, I agree it is leisure;"Because of the choice of words; permormnce, game";Yes;;;5.0;Yes, I agree it is politics;The choice of words are what makes me believe it fits in the politics class;;5.0;Yes, I agree it is science;The words used in the above paragraph lead me to believe that this fits within the science class;;5.0;Yes, I agree it is leisure;The words make it obvious that this belongs in the leisure class;;2.0;No, it is science;I believe it belomgs o the science class as it speaks about why a battery is going dead;;3.0;Yes, I agree it is politics;I agree with the AI explanation;;1.0;No, it is leisure;This belongs to the leisure class as ;;5.0;Yes, I agree it is science;I agree with the AI explanation;;5.0;Yes, I agree it is politics;The choice of words are what makes it fit into the politics category;;4.0;Yes, I agree it is leisure;The choice of words are what make me believe it fits in the leisure category;;2.0;No, it is politics;I beleive that this fits into the politics class;;4.0;Yes, I agree it is politics;I agree with the AI explanation;;2.0;No, it is science;The equation leads me to believe that this is science;
2024-04-04 17:21;2024-04-04 17:39;IP Address;2.121.44.167;100;1033;True;2024-04-04 17:39;R_7HjpYpafvFxJP4r;Female;42;Bachelor's degree in college (4-year);1;Yes;;4.0;Yes, I agree it is leisure;Sport is leisure usually!;Yes;;;4.0;Yes, I agree it is politics;I agree politics, disscussing states taxes or 'laws' is always political;;4.0;Yes, I agree it is science;It seems to be a scientific topic, maybe it could be political? But I'm saying Science. ;;2.0;No, it is politics;"A member of society being forced to do something, in return for freedom is political. Its not leisure if you can only do it for a ""fee""";;1.0;No, it is science;The text isa scientific explination, however the AI has picked out words that relate more to leisure. ;;4.0;Yes, I agree it is politics;I agree politics, its clearlya political disscussion;;3.0;Yes, I agree it is science;It seems to be a discussion around something scientific, however, this could also be leisure ;;2.0;No, it is leisure;I beleive this is an explination of how to purchase something for a hobby- leisure ;;4.0;Yes, I agree it is politics;A debate regarding a tragedy is political;;4.0;Yes, I agree it is leisure;Yes a discussion about riding is leisure ;;2.0;No, it is politics;Topics around law are political in my opinion;;4.0;No, it is leisure;"The topic isn't governed or put out but anyone in ""power"". Its just a person, a bit of interest or fun. This is lesiure.";;2.0;No, it is science;The explination of the ball and zone width etc is science;
2024-04-04 17:19;2024-04-04 17:39;IP Address;81.79.32.99;100;1211;True;2024-04-04 17:39;R_2hB7zkglZhenVEG;Female;33;Associate degree in college (2-year);2;Yes;;5.0;Yes, I agree it is leisure;;Yes;;As the explanation shows it makes lots of references to sport's terms and a sport's team.;5.0;Yes, I agree it is politics;The explanation is correct as the input mentions lots about laws and tax etc.;;5.0;Yes, I agree it is science;The input talks about atomic energy and chemicals. ;;3.0;Yes, I agree it is leisure;There is evidence of leisure within the text however it is not fully clear the main goal of the text. ;;2.0;No, it is science;I think the input is more about science and the way that the battery is affected by temperature etc;;3.0;Yes, I agree it is politics;The input talks about culture;;4.0;Yes, I agree it is science;There is not a lot of evidence in the input however it does discus aerials which would link to technology and science.  ;;5.0;Yes, I agree it is science;The input talks about things related to science and technology including chips and frequency ;;3.0;Yes, I agree it is politics;The input talks about conspiracy theories  ;;5.0;Yes, I agree it is leisure;The input describes riding a bike and thinking;;4.0;Yes, I agree it is science;The input talks about software related to technology ;;5.0;Yes, I agree it is politics;The input talks about economics and compares other countries economics ;;3.0;Yes, I agree it is leisure;I think it is more obviously leisure than the other two because it is clearly talking about a ball sport;
2024-04-04 17:28;2024-04-04 17:39;IP Address;92.11.155.175;100;675;True;2024-04-04 17:39;R_2q2DJ4qSxIgRAs5;Female;22;Associate degree in college (2-year);2;Yes;;5.0;Yes, I agree it is leisure;;Yes;;Because what is being spoken about is linked to sports;1.0;No, it is leisure;random facts and random topic;;5.0;Yes, I agree it is science;It is talking about space and planets and I believe that can only fit under the science category;;3.0;Yes, I agree it is leisure;I think it comes under leisure due to the fact it doesnt fit into any other category;;1.0;No, it is science;It is talking about a scientific experiment;;5.0;Yes, I agree it is politics;it is talking about topics that fit into the politics bracket;;1.0;No, it is leisure;it is a leisure topic;;5.0;Yes, I agree it is science;it is talking about a scientific way of measuring something;;5.0;Yes, I agree it is politics;I believe the AI has identified political topics within the text;;4.0;Yes, I agree it is leisure;it is a random topic;;1.0;No, it is politics;I think this is a political matter and it is politics that is being discussed;;5.0;Yes, I agree it is politics;It touches on economical topics which falls under politics;;1.0;No, it is science;I think this falls under the science bracket;
2024-04-04 17:28;2024-04-04 17:40;IP Address;86.165.181.141;100;759;True;2024-04-04 17:40;R_7YD3OYyLhWSFoU6;Non-binary / third gender;27;High school graduate (high school diploma or equivalent including GED);1;Yes;;4.0;Yes, I agree it is leisure;The text is about baseball - a sport - making it a clear fit for the leisure category.;Yes;;;4.0;Yes, I agree it is politics;State legislation falls most comfortably into the politics category. ;;5.0;Yes, I agree it is science;This is science but it is politicized science so politics would also be a suitable answer;;4.0;Yes, I agree it is leisure;It's leisure because it describes leisure activities and the way one spends ones free time. Again this in itself could be argued to be a political act but this text is not in itself inherently political.;;2.0;No, it is science;This is a description of why a battery dies - a scientific process;;4.0;Yes, I agree it is politics;Historical context and the classification of native cultures fits better into politics than either of the other categories.;;3.0;No, it is leisure;This is a personal message between a woman and a misogynist about doing some stupid stunt as far as I can tell;;5.0;Yes, I agree it is science;This is about technology making it science;;3.0;Yes, I agree it is politics;It's about people's interactions and responses to an event which makes it a better fit for politics but with more context about the event could be science;;4.0;Yes, I agree it is leisure;It's talking about driving and riding a bike, a leisure activity. It could be argued to be about psychological state though which might fit better into science.;;2.0;No, it is politics;This is about legislation so I think better fits into politics even though it relates to science;;5.0;Yes, I agree it is politics;This is a highly politicized question, exploring whether Americans would rather stunt the growth of their country to prevent a country they may perceive as a threat growing more;;4.0;Yes, I agree it is leisure;This is a scientific look at a leisure activity but still ultimately about the game itself and therefore leisure;
2024-04-04 17:16;2024-04-04 17:41;IP Address;51.182.76.79;100;1468;True;2024-04-04 17:41;R_1ROF8hEM3TXQb3z;Male;65;High school graduate (high school diploma or equivalent including GED);2;Yes;;4.0;Yes, I agree it is leisure;;Yes;;Text revolves around Baseball, a sport.;4.0;Yes, I agree it is politics;The discussion around taxation in different states indicates economics - Politics.;;4.0;Yes, I agree it is science;Discussion appears to be about climate change and the atmosphere - science.;;2.0;No, it is science;Disagree as this could be about the politics of behaviour or more likely about the social sciences.;;2.0;No, it is science;The model seems to have assumed the batteries in question relate to motors (cars, bikes) but I see the discussion as about a purely scientific question.;;4.0;Yes, I agree it is politics;Discussion around culture and society of native Americans - politics;;4.0;Yes, I agree it is science;The only unique info relates to the use of antennas - fairly strong chance that this is technology (science);;4.0;Yes, I agree it is science;Not helped by poor spelling and grammar but the text seems to be relating to electronics.;;4.0;Yes, I agree it is politics;"This is rather vague without further context but likely to be politics due to the use of ""conspiracy"" language.";;4.0;Yes, I agree it is leisure;The text is about safety whilst riding motor bikes - a hobby.;;2.0;No, it is politics;Because the subject (International Arms Trade) is both economic and governmental this is Politics.;;4.0;Yes, I agree it is politics;The question relates to state economies - therefore politics.;;4.0;Yes, I agree it is leisure;The text revolves around baseball rules and umpiring - Leisure;
2024-04-04 17:20;2024-04-04 17:41;IP Address;51.9.238.232;100;1273;True;2024-04-04 17:41;R_1ZHuSkl5oSZk8Zz;Female;42;Bachelor's degree in college (4-year);2;Yes;;5.0;Yes, I agree it is leisure;;Yes;;It's talking about sports, in particular Baseball and the Dodger's team so this would be Leisure;4.0;Yes, I agree it is politics;I would agree that it is politics as it discusses law, taxes etc;;5.0;Yes, I agree it is science;It talks about science related topics such as chemicals, carbon and sulphur;;3.0;Yes, I agree it is leisure;I agree that it is leisure based on some of the words mentioned, but without more context it is difficult to tell. It could be science and be related to psychology etc;;2.0;No, it is science;This reads more like science to may based on the conditions for the battery running dead quicker;;4.0;Yes, I agree it is politics;I agree it sounds more like politics but it could also be leisure depending on the context - for example this could be related to native fashion which would then be leisure;;2.0;No, it is leisure;I'm not sure if it would be leisure or science, but this reads like a reply on a forum and sounds more like how to carry out an act of revenge than a scientific discussion;;4.0;Yes, I agree it is science;I agree that it sounds like science - although it could be related to some hobbies too like music or dj-ing;;4.0;Yes, I agree it is politics;Based on the words used it is politics but depending on what it relates / responds to and what the tragedy was, it could also be leisure related. ;;4.0;Yes, I agree it is leisure;It mentions biking which I would class as a hobby and therefore leisure;;2.0;No, it is politics;It seems to be discussing a legal topic, and how this would be seen by a court so I would say this is more political ;;5.0;Yes, I agree it is politics;I would agree that it is politics as it discusses economics;;5.0;Yes, I agree it is leisure;It sounds like the topic is related to sports - in particular a ball game which would be leisure;
2024-04-04 17:30;2024-04-04 17:42;IP Address;78.105.71.253;100;686;True;2024-04-04 17:42;R_5dHktP6F5wlR7fl;Female;25;Master's degree;2;Yes;;5.0;Yes, I agree it is leisure;;Yes;;the text is pointing clearly to leisure;5.0;Yes, I agree it is politics;"the text is using direct words which indicate politics
";;5.0;Yes, I agree it is science;the text is very clearly pointed to science ;;5.0;Yes, I agree it is leisure;very direct and easy text;;4.0;No, it is science;it is clearly about science but AI seems to think it is some kind of weather;;5.0;Yes, I agree it is politics;"it is direct into the politics because of the involvement of a country name
";;4.0;Yes, I agree it is science;"clear indication of science
";;4.0;Yes, I agree it is science;"the last few lines show clear indicate to science
";;3.0;Yes, I agree it is politics;the text is about the crime which i think it is politics;;4.0;Yes, I agree it is leisure;think the end of paragraph shows it is leisure;;4.0;No, it is politics;i do feel like the text is more towards politics instead of science as it is about a crime;;5.0;Yes, I agree it is politics;there are few words in the text that indicates it is politics ;;4.0;Yes, I agree it is leisure;it is saying about a rule in sport which is leisure;
2024-04-04 17:25;2024-04-04 17:42;IP Address;82.132.186.156;100;1036;True;2024-04-04 17:42;R_8JljjocDiou3FW9;Female;37;Professional degree (JD, MD);2;Yes;;5.0;Yes, I agree it is leisure;;Yes;;it talks about a game and details a particular aspect of it;5.0;Yes, I agree it is politics;California sales tax and discussion about western state laws;;5.0;Yes, I agree it is science;The atmosphere with identified elements are discussed;;3.0;Yes, I agree it is leisure;Its a discussion about societal buy in. That in order to complete basic needs we need to be in contact with other individuals;;1.0;No, it is science;Discussion on battery plate sulfation which is Chemistry;;4.0;Yes, I agree it is politics;culture and society is discussed. history;;3.0;Yes, I agree it is science;Only agreeing due to what the AI has identified also. The antenna. Technology. I would need further information to make a solid choice;;5.0;Yes, I agree it is science;discussing sound and how frequency is being detected by a particular chip;;5.0;Yes, I agree it is politics;conspiracy and the ability to stockpile weapons (laws and statutes);;4.0;Yes, I agree it is leisure;I was unsure what pillioned meant to begin with but the text then later discusses that this is a way to ride a bike (or someone to join you on a bike);;3.0;No, it is politics;Yes there is mention of technical data but the main subject of the text is law and the ability for prosecution to occur due to this tech.;;5.0;Yes, I agree it is politics;Economy survey;;5.0;Yes, I agree it is leisure;the words strike and ball implies some kind of ball game being discussed;
2024-04-04 17:32;2024-04-04 17:43;IP Address;86.14.53.154;100;663;True;2024-04-04 17:43;R_5wmXVvr9o3SBrvm;Female;58;Some college but no degree;1;Yes;;4.0;Yes, I agree it is leisure;was talking about a sport which is  a leisure catagory;Yes;;;4.0;Yes, I agree it is politics;to do with the laws governing a motor vehicle;;4.0;Yes, I agree it is science;to do with our footprint towards the earth - science ;;4.0;Yes, I agree it is leisure;shopping is the leisure activity ;;2.0;No, it is science;i think it's more science as it's discussing batteries and how they work;;3.0;Yes, I agree it is politics;this talks about the native americans and the way they were treated;;4.0;Yes, I agree it is science;to do with receiving a signal via antenna or aerial so would class as science;;3.0;Yes, I agree it is science;scientific knowledge is required to understand this;;3.0;Yes, I agree it is politics;talking war again;;4.0;Yes, I agree it is leisure;to do with cruising on a motorbike;;2.0;No, it is politics;to do with arms and war so politics;;3.0;Yes, I agree it is politics;talking about economies;;3.0;Yes, I agree it is leisure;sport is leisure and this is talking about sport;
2024-04-04 17:19;2024-04-04 17:43;IP Address;92.234.160.114;100;1463;True;2024-04-04 17:43;R_2YRqbX1tYAZSTCs;Female;35;Bachelor's degree in college (4-year);1;Yes;;5.0;Yes, I agree it is leisure;there was a lot in this that was obviously about sport, to the AI picked the right category. ;Yes;;;4.0;Yes, I agree it is politics;Sounds right to me. Picked up good trigger words. I'd be inclined to agree. ;;5.0;Yes, I agree it is science;Talking about space and atmosphere is definitely science;;4.0;Yes, I agree it is leisure;I agree but the paragraph isn't really long enough to tell. So I think it's leisure as it's talking about life. ;;1.0;No, it is science;It's definitely science, your AI hasn't picked up the right key words. Battery is science, not just leisure.;;3.0;Yes, I agree it is politics;seems like the right judgement to make;;2.0;No, it is leisure;"I think this is so unclear. Not least the 2 spelling mistakes in the text that are unhelpful as well. They're talking about a car - so I'm assuming based on the inference that there's ""getting back at someone"" as leisure rather than science. But I'd accept science as well.";;4.0;Yes, I agree it is science;I think it's obvious that it's science, it's about a chip and technology.;;4.0;Yes, I agree it is politics;"Out of the 3 I think it has to be politics, but this is just people talking about a conspiracy - which I wouldn't normally categorise as 'politics'. Could be leisure if you mean friends talking. 
Did you write these? Would - you have spelt as woud. It's very distracting.";;2.0;Yes, I agree it is leisure;I think they're talking about safety and driving a car/bike - possibly both. I'd assume leisure but adding further paragraphs could also be helpful.;;1.0;No, it is politics;when it's about the law of the land, that's politics. Talking about the court system means it's politics. Politicians run the country - in most countries, so therefore it has to be politics, not science. It doesn't seem to pick up being arrested or going to court as trigger words.;;3.0;Yes, I agree it is politics;economics is science, so yes, I agree. Though I have to wonder if this really is a science experiment.;;1.0;Yes, I agree it is leisure;Why is it so highly both other categories? It's definitely only leisure. the AI needs a bit more help here I think. It's missing key words like Umpire and rules. if it had picked up those, then it would have made it leisure. Though you could argue with more information that it could be a science experiment.  also sez... good grief.;
2024-04-04 17:24;2024-04-04 17:43;IP Address;86.30.247.55;100;1180;True;2024-04-04 17:43;R_5rYdyWlo42b8tsh;Female;42;Master's degree;2;Yes;;5.0;Yes, I agree it is leisure;;Yes;;The text is clearly describing a ball game.;2.0;No, it is leisure;I would suggest that this is actually a leisure discussion - buying a car and assessing costs is viewed by many as a leisure activity. ;;3.0;Yes, I agree it is science;Yes, I agree that this is rightly categorised as science however there is an argument that it is a political discussion. ;;2.0;No, it is science;I think this is more a discussion of human psychology and therefore falls under the remit of science;;1.0;No, it is science;this is clearly science, to do with the functioning of the battery.;;4.0;Yes, I agree it is politics;They are discussing political and social history of different people groups so i think this is clearly politics.;;3.0;Yes, I agree it is science;this is more difficult to classify but i would veer towards scinece as the main point of discussion seems to be an antennae.;;5.0;Yes, I agree it is science;Going into detail about how a decoder chip works so classifying as science.;;4.0;Yes, I agree it is politics;its clearly a discussion about whats happening politically with regards to conspiracy theorists.;;2.0;No, it is science;Its not so much a leisure based discussion as the science behind what took place and a hypothesis about how to improve it in the future.;;2.0;No, it is politics;It is giving options of what could happen based on the subjective nature of the courts.;;4.0;Yes, I agree it is politics;Yes, this is a economic survey so therefore classed as political.;;3.0;Yes, I agree it is leisure;It does sound like the minutuaie of detail my husband would get into analysing a sporting event, so agreeing with leisure!;
2024-04-04 17:15;2024-04-04 17:44;IP Address;163.116.177.45;100;1702;True;2024-04-04 17:44;R_2LNohmitHMFfM3M;Female;31;Bachelor's degree in college (4-year);1;Yes;;5.0;Yes, I agree it is leisure;the input is describing sports which would be leisure classification;Yes;;;4.0;Yes, I agree it is politics;discussion about laws;;4.0;Yes, I agree it is science;scientific information about the earths atmosphere;;4.0;Yes, I agree it is leisure;leisure as discussing activities;;3.0;No, it is science;The input's context is around reasons why a battery would go dead which is science based;;4.0;Yes, I agree it is politics;discussion of varying cultures which i would class as politics;;3.0;No, it is leisure;It's about motor related things in the interest of leisure, not science;;3.0;Yes, I agree it is science;it's about the performance and factors of a chip which i would class as science. It's too factual to be leisure;;3.0;Yes, I agree it is politics;of the three options i believe this to be politics due to the references to cover ups/guns which are politically charged topics;;3.0;Yes, I agree it is leisure;not factual enough to be science, discussion of driving which i would class leisure;;4.0;No, it is politics;although the input discusses some scientific matter, the context is around law making and so I would class as politics;;3.0;No, it is science;i would say it's science as it's a survey in order to capture data;;4.0;Yes, I agree it is leisure;although it includes scientifc calculations, the context is discussing a sport so i would class as leisure;
2024-04-04 17:21;2024-04-04 17:44;IP Address;109.158.215.84;100;1380;True;2024-04-04 17:44;R_5LS77c6KJfcebMq;Male;35;Some college but no degree;3;Yes;;5.0;Yes, I agree it is leisure;;Yes;;The text is talking about a baseball game so therefore is a leisure activity ;5.0;Yes, I agree it is politics;The text is referring to sales taxes for certain western states which directly implies that it’s related to policy;;4.0;Yes, I agree it is science;The text is referring to information about waste polluting the atmosphere of earth in relation to normal pollution created by the planet ;;1.0;Yes, I agree it is leisure;It’s mainly referring to leisure activities but obviously leans on the fact the subject hates socialising ;;1.0;No, it is science;The information is relating to a battery charge and the elements that have an effect on it;;1.0;No, it is leisure;Although it’s a discussion about Native American culture the fact that they recommend reading up on the de soto expedition makes it more informal and more of a leisure topic;;1.0;Yes, I agree it is science;It’s most likely a scientific idea with the antenna discussion and being useable information.;;5.0;Yes, I agree it is science;Based on the text about the chips and its effectiveness I concluded strongly it was science;;5.0;Yes, I agree it is politics;The information is referring to a conspiracy or weapons stockpiles which is usually synonymous with politics;;2.0;Yes, I agree it is leisure;The text is very formal and exact on word choice like saying Pillioned for bike riding but it is just a leisurely activity;;2.0;No, it is politics;The text is discussing what you can be charged with in court based on the country law;;3.0;Yes, I agree it is politics;The text is talking about American economics and Japan’s economy a very political topic ;;4.0;Yes, I agree it is leisure;Although really technical in terms for the game it is just about a game;
2024-04-04 17:27;2024-04-04 17:44;IP Address;194.81.33.18;100;1011;True;2024-04-04 17:44;R_2fpHktRCOmejqMj;Male;36;Master's degree;1;Yes;;4.0;Yes, I agree it is leisure;It talks about sports teams ;Yes;;;4.0;Yes, I agree it is politics;The topic discusses finance and tax;;4.0;Yes, I agree it is science;Discusses environmental issues but not from a political stance ;;4.0;Yes, I agree it is leisure;It focuses on an individuals and what they want to do outside of work.;;2.0;No, it is science;The battery and its use is the subject not the activity. ;;3.0;Yes, I agree it is politics;It discusses culture and religions. ;;2.0;No, it is leisure;Its very vague but I don't think it's science I think it is more about an activity involving the aerial rather than the aerial itself ;;4.0;Yes, I agree it is science;It talks about the use of the chip and how to use it. ;;3.0;Yes, I agree it is politics;It talks about peoples beliefs and opinions.;;4.0;Yes, I agree it is leisure;It talks about a shared activity rather than anything scientific;;3.0;No, it is politics;The focus isn't on the technical data itself rather its impact on legislation. ;;4.0;Yes, I agree it is politics;It talks about undertaking a study which at first leans towards science however it talks about the economy which makes me thinks politics ;;4.0;Yes, I agree it is leisure;It talks about the rules of the game;
2024-04-04 17:33;2024-04-04 17:44;IP Address;82.28.32.127;100;663;True;2024-04-04 17:44;R_4OAKeMQH8ILz4mV;Male;32;Bachelor's degree in college (4-year);1;Yes;;5.0;Yes, I agree it is leisure;the text seems to be about baseball, which is sport and therefor leisure;Yes;;;5.0;Yes, I agree it is politics;text is about laws in california;;4.0;Yes, I agree it is science;the text is about about the climate, it may be about politics slightly too, as it talks about actions but id say overall it is science;;5.0;Yes, I agree it is leisure;the text is about how people spend their time, in which they mostly talk about leisure activities;;2.0;No, it is science;the text appears to be about the performance of a battery, therefore technology, therefore science;;5.0;No, it is science;text is about the history of native americans so i would say science;;5.0;Yes, I agree it is science;about a technlogy;;5.0;Yes, I agree it is science;text is about technology;;4.0;Yes, I agree it is politics;the text is about theories on the way the world is run which i would classify as political;;4.0;Yes, I agree it is leisure;the text is about piloting a bike, so leisure;;1.0;No, it is politics;the text appears to be about laws and therefore politics;;5.0;Yes, I agree it is politics;the text is about peoples views on the economy so yes politics;;5.0;Yes, I agree it is leisure;about the rules of a sport;
2024-04-04 17:33;2024-04-04 17:44;IP Address;87.115.25.68;100;665;True;2024-04-04 17:44;R_6tQTiW8NIwLkdah;Male;34;Master's degree;3;Yes;;5.0;Yes, I agree it is leisure;;Yes;;The information is relating to someone playing a sport which is considered leisure ;5.0;Yes, I agree it is politics;The information talks about taxes and money which is Politics;;5.0;Yes, I agree it is science;The information is talking about the earth and its actions (atmosphere and the like) so it is Science;;4.0;Yes, I agree it is leisure;Not as a sure things as the others but as it is talking about leisure activities I would class it as such. The only other would be politics but more information would be needed to push it over to this. ;;2.0;No, it is science;it is talking about batterys which is considered science;;4.0;Yes, I agree it is politics;Discussion of history and culture in realtion to history makes me class this as politics ;;4.0;Yes, I agree it is science;Talking about the location of where a antenna should be, so considered this Science ;;5.0;Yes, I agree it is science;The information is talking about voltage and frequency which is Science;;4.0;Yes, I agree it is politics;As it relates to weapons, that is considered Politics ;;4.0;Yes, I agree it is leisure;The information presented is talking about a bike which is Leisure;;3.0;No, it is politics;As it is discussing war and topics like that (including law and courts) I would class this as politics;;4.0;Yes, I agree it is politics;The information is talking about economy issues which is politics ;;5.0;Yes, I agree it is leisure;The information is talking about a sport, which is leisure;
2024-04-04 17:29;2024-04-04 17:44;IP Address;94.10.35.142;100;925;True;2024-04-04 17:44;R_3RdtqVLAKZLohtY;Male;25;Some college but no degree;2;Yes;;4.0;Yes, I agree it is leisure;;Yes;;Multiple sports buzzwords are used within the text along with the title of a baseball series;4.0;Yes, I agree it is politics;The text is about taxes and laws which fall into the politics tab;;5.0;Yes, I agree it is science;The text is about global warming and how we must adapt to protect  our planet;;2.0;No, it is politics;It is politics as the political topic is about socialising with different social groups.;;1.0;No, it is science;The text describes how a battery may perform under different conditions ;;5.0;Yes, I agree it is politics;This text fits into the politics tab as it is a discussion around native Americans and their culture;;3.0;Yes, I agree it is science;The text is about the use of scientific equipment ;;4.0;Yes, I agree it is science;The text is about acoustics and frequency's which fall into the science tab;;5.0;Yes, I agree it is politics;The text is about conspiracy theories which fit this topic;;5.0;Yes, I agree it is leisure;The pillion passenger refers to motorcycle riding and as such is a leisure activity ;;1.0;No, it is politics;The topic is politics as the text is about legislation and court procedures.;;5.0;Yes, I agree it is politics;The text is on economics and fits into the politics tab as it is about economy growth ;;5.0;Yes, I agree it is leisure;The text clearly states multiple baseball buzz words such as strike and mentions umpires which are sports referees ;
2024-04-04 17:29;2024-04-04 17:45;IP Address;81.77.249.124;100;965;True;2024-04-04 17:45;R_4dN0YCYtFjkcnIZ;Male;52;Bachelor's degree in college (4-year);3;Yes;;5.0;Yes, I agree it is leisure;;Yes;;It contains words that are related to the leisure industry;4.0;Yes, I agree it is politics;related to sales tax so politics;;5.0;Yes, I agree it is science;It contains words that are related to science so i thought it was this category;;2.0;No, it is politics;I dont think its leisure.. The language to me suggested some political elements.;;2.0;No, it is science;the text is talking scientific concepts so i choose science;;4.0;Yes, I agree it is politics;It contains words that are related to politics so i thought it was this category;;4.0;Yes, I agree it is science;measurement seems to relate to science;;5.0;Yes, I agree it is science;definitely scientific language being used.;;4.0;Yes, I agree it is politics;the language was not science or leisure based.  I therefore opted for politics.;;4.0;Yes, I agree it is leisure;riding some form of motorised  bike i believe so leisure;;2.0;No, it is politics;the language suggested to me definitely not leisure and unlikely science.;;4.0;Yes, I agree it is politics;some science in there but i agree its political in nature.;;4.0;Yes, I agree it is leisure;whilst there was maths in there i think its related to leisure pursuit like baseball.;
